1960,100,68.68230287
1961,120,71.91093387
1962,170,78.97681691
1963,200,63.62232396
1964,200,39.31822977
1965,1200,47.35376935
1966,900,36.30090979
1967,700,30.62339466
1968,700,42.46028583
1969,700,18.85314078
1970,700,34.00943202
1971,700,31.4427447
1972,700,20.27279369
1973,700,20.2841599
1974,700,12.69512076
1975,300,6.971071757
1976,200,7.454296884
1977,100,7.487796209
1978,50,9.155209063
1979,50,10.57100697
1980,50,9.408070005
1981,50,10.41321693
1982,50,15.01876818
1983,50,15.40410377
1984,50,10.73067264
1985,100,19.26822327
1986,100,22.0654424
